"code_site";"code_station";"date_obs_elab";"resultat_obs_elab";"date_prod";"code_statut";"libelle_statut";"code_methode";"libelle_methode";"code_qualification";"libelle_qualification";"longitude";"latitude";"grandeur_hydro_elab"
"F7000001";"F700000103";"2023-09-15";"118303.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-16";"118311.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-17";"115055.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-18";"122470.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-19";"118872.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-20";"122861.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-21";"163713.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-22";"150289.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-23";"136885.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-24";"130174.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-25";"124043.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-26";"114124.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-27";"112996.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-28";"116653.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-29";"112537.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-09-30";"114365.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-01";"110925.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-02";"109850.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-03";"114644.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-04";"115531.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-05";"111485.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-06";"111505.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-07";"110462.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-08";"110139.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-09";"109673.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-10";"109399.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-11";"107530.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-12";"104995.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-13";"101316.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-14";"101949.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-15";"98768.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-16";"95186.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-17";"96156.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-18";"100001.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-19";"105006.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-20";"128021.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-21";"139924.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-22";"128670.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-23";"134844.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-24";"141911.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-25";"152655.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-26";"174468.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-27";"231816.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-28";"227221.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-29";"262502.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-30";"268387.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-10-31";"297425.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-01";"310650.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-02";"335065.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-03";"358112.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-04";"364660.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-05";"368356.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-06";"377398.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-07";"384503.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-08";"360873.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-09";"359870.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-10";"373217.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-11";"382957.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-12";"380161.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-13";"386378.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-14";"415803.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-15";"440308.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-16";"519675.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-17";"581425.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-18";"632407.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-19";"641073.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-20";"653996.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-21";"606004.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-22";"575444.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-23";"569356.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-24";"556376.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-25";"580242.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-26";"587008.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-27";"588057.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-28";"592146.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-29";"603250.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-11-30";"595551.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-01";"566716.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-02";"539272.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-03";"519604.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-04";"512845.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-05";"519931.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-06";"561230.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-07";"534024.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-08";"530745.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-09";"598383.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-10";"697594.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-11";"807902.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-12";"820188.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-13";"846835.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-14";"885772.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-15";"898738.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-16";"908041.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-17";"877056.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-18";"830674.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-19";"827267.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-20";"819422.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-21";"819284.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-22";"828240.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-23";"828423.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-24";"804937.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-25";"780349.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-26";"747158.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-27";"724706.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-28";"696958.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-29";"676714.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-30";"653518.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2023-12-31";"644372.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-01";"635776.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"10";"Expertisée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-02";"649430.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-03";"736745.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-04";"815904.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-05";"810598.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-06";"751815.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-07";"694469.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-08";"678317.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-09";"692299.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-10";"697135.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-11";"690562.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-12";"670579.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-13";"643713.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-14";"607252.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-15";"560686.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-16";"500053.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-17";"517999.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-18";"597567.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-19";"674635.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-20";"629229.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-21";"608019.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-22";"594590.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-23";"590595.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-24";"589493.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-25";"588833.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-26";"588384.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-27";"581299.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-28";"568191.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-29";"556915.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-30";"546765.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-01-31";"531557.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
"F7000001";"F700000103";"2024-02-01";"521973.0";"2025-04-24T14:09:01Z";"16";"Donnée validée";"8";"Calculée";"20";"Bonne";"2.3655106354242985";"48.84468961972986";"QmnJ"
